label,family,lag,observed,null_mean,null_q025,null_q975,z_score
recipe_sample,medical_recipe,40,-0.004915159834268164,-0.0008466562953399371,-0.011487455081993107,0.009746114179887563,-0.7431873438143695
recipe_sample,medical_recipe,41,0.004220486550112784,-0.0005721285232306497,-0.010448203384131008,0.01029028928152402,0.8675241613522509
recipe_sample,medical_recipe,42,-0.005865389690623293,-0.0004605313910281337,-0.009913972686574693,0.009316796544194539,-1.0562191052453516
recipe_sample,medical_recipe,43,0.007329659763586724,-0.0004640111224892091,-0.01089818833767909,0.010873963561055092,1.437672549254634
recipe_sample,medical_recipe,44,-0.001751688908389476,-0.0001648094757653452,-0.010870229941824114,0.009393194576919561,-0.29677819189308086
recipe_sample,medical_recipe,45,-0.00019855339250147985,-0.0004925219682743999,-0.01185592794901439,0.01095197879198917,0.052224294266870044
recipe_sample,medical_recipe,46,-0.009292929909558836,-0.0006291368061105417,-0.010307128692520283,0.0109910457496704,-1.621561197400556
recipe_sample,medical_recipe,47,-0.004190547803092151,-0.0005248958497689481,-0.01129354120745539,0.01001543900563441,-0.6762392437396773
recipe_sample,medical_recipe,48,-0.007712427237634122,-0.000360904394994511,-0.010250498303623942,0.010054070224294831,-1.4140752214293149
recipe_sample,medical_recipe,49,0.00450614850361411,-0.0009128459097936968,-0.011237884000194903,0.010600612698636977,0.9722840127503434
recipe_sample,medical_recipe,50,0.0035257593828107586,-0.00031316338141686303,-0.011210012974912816,0.011655840683623783,0.6653242206211168
recipe_sample,medical_recipe,51,0.0020359850163329807,-0.00027718224345347564,-0.012198890428506845,0.010678587964985775,0.4203236374725495
recipe_sample,medical_recipe,52,-0.005559068876458607,-0.00014070671979531373,-0.010645538866285664,0.011226282089970688,-0.9899296325928131
recipe_sample,medical_recipe,53,0.0036320400257698615,-0.0008552373279196878,-0.01163513554674922,0.009738910254777522,0.8103265489955916
recipe_sample,medical_recipe,54,-0.009061585176989212,-0.00032940595091995146,-0.010589080085339507,0.009268353723214467,-1.6026372788687684
recipe_sample,medical_recipe,55,0.008797317765740484,-0.0007696715363481326,-0.01056080755264973,0.01134443951816029,1.7123585853129908
recipe_sample,medical_recipe,56,-0.006455034232464837,-0.0009912217961753234,-0.012571242183535149,0.009854853637056071,-1.0123487176621293
recipe_sample,medical_recipe,57,-0.0008152417655994948,-0.0008840841929324745,-0.0110141198890059,0.009383636357806951,0.01253163197079294
recipe_sample,medical_recipe,58,-0.00027173522478837753,-0.0006467352247883592,-0.01098602093907406,0.010442550489497368,0.06920985897983532
recipe_sample,medical_recipe,59,0.006397900470224704,-0.0004397718115517011,-0.010957893302108113,0.01048161665195009,1.204665877768818
recipe_sample,medical_recipe,60,-0.00939756124467539,-0.00026707094845474053,-0.011440462163980807,0.009499272258899696,-1.7030982714358733
alchemical_sample,alchemical_notation,1,-0.0417747584937284,-5.752358600241583e-05,-0.008618674665139117,0.008584953736487419,-9.338958764147602
alchemical_sample,alchemical_notation,2,-0.017362107083594612,-0.00034474162677358613,-0.00828826478071601,0.008294964255579351,-4.122543514707675
alchemical_sample,alchemical_notation,3,-0.005140746658493595,-0.0005499798353324073,-0.00827063711232772,0.008317782292993098,-1.099029204944604
alchemical_sample,alchemical_notation,4,-0.001678170603821444,-0.0002935431773969007,-0.008879172482343656,0.009906049809453435,-0.29946134002415925
alchemical_sample,alchemical_notation,5,-0.0029112020805901473,-0.00018257696314574328,-0.008861718835992592,0.008989831430214743,-0.5677811775590867
alchemical_sample,alchemical_notation,6,0.00901288860336999,0.00011642870362060777,-0.007591121421692673,0.008073038979309832,2.1487613647915174
alchemical_sample,alchemical_notation,7,-0.0034992951779259374,-7.873735906038237e-05,-0.008200015955111786,0.007782434687320067,-0.8201771546726225
alchemical_sample,alchemical_notation,8,-0.0003453423973292513,-8.123581425715773e-05,-0.00912277186441391,0.008745566693579815,-0.058303490538694054
alchemical_sample,alchemical_notation,9,0.004064900099655391,-0.000402017429350577,-0.009105372713138597,0.007827835189025106,1.0211101812169343
alchemical_sample,alchemical_notation,10,-0.0006187029224961199,-0.00017955612199424333,-0.008146933788242681,0.008164233087541523,-0.10444003777641218
alchemical_sample,alchemical_notation,11,0.0012840237679208333,-0.0005397917325498315,-0.008129217524830978,0.007873292672847088,0.422634840491172
alchemical_sample,alchemical_notation,12,-0.0018340262355163034,-2.925536294882812e-05,-0.0074837437496406145,0.008837662402274002,-0.421971663462379
alchemical_sample,alchemical_notation,13,-0.002128288515250744,-0.0005136888292224881,-0.00934963859374368,0.006976892018501213,-0.40008222637902596
alchemical_sample,alchemical_notation,14,-0.0065056502059649066,0.0001447894925275494,-0.007761931613000081,0.007627515623180814,-1.6238837813209464
alchemical_sample,alchemical_notation,15,-0.005230719946751783,-0.0005354638989980957,-0.007744072130226522,0.0073360409706217655,-1.120452882547788
alchemical_sample,alchemical_notation,16,-0.0070976659098773084,-0.00038883498593010634,-0.00898327244664663,0.007672918628149089,-1.5217626713476584
alchemical_sample,alchemical_notation,17,-0.00016352224456091247,-0.00030105761079794307,-0.008022686029534196,0.008010008091811308,0.03204056094417558
alchemical_sample,alchemical_notation,18,-0.002973445155555629,-0.00022344515555563395,-0.009577218740461288,0.007718378743815452,-0.6454994012605505
alchemical_sample,alchemical_notation,19,0.00396635831098284,-0.00026531831688756644,-0.007987086168413197,0.007426565923439585,1.012427798724259
alchemical_sample,alchemical_notation,20,0.002099956493359284,3.025857013712028e-05,-0.007969269434897487,0.008393222698519748,0.4824560606994693
alchemical_sample,alchemical_notation,21,-0.010784302675109499,-0.0001524172486065115,-0.007951441485307811,0.00841620094465756,-2.4666823841583607
alchemical_sample,alchemical_notation,22,-0.0047849876994778134,-0.00042809223348285494,-0.007933602309049631,0.008124332199766507,-1.047221414188177
alchemical_sample,alchemical_notation,23,0.010666925269839311,-0.00022992512386148253,-0.008860633785278814,0.00783227960054797,2.524187423174207
alchemical_sample,alchemical_notation,24,0.001868965468500683,-4.02972914237131e-05,-0.008528009956830125,0.00880028241872123,0.4343633970068688
alchemical_sample,alchemical_notation,25,-0.004728425760383709,-0.00016492119057596004,-0.008195176469491812,0.007562781299181365,-1.1333524924866463
alchemical_sample,alchemical_notation,26,0.004117690330259716,-0.00019898684502401607,-0.008807908660913029,0.007900792474017607,0.9852739780418873
alchemical_sample,alchemical_notation,27,-0.005321374205971244,-0.00028195446456475456,-0.008790311449742912,0.0076083009753595415,-1.2166757241094404
alchemical_sample,alchemical_notation,28,-0.011611819855474284,-0.0003902110226667179,-0.008141788309732972,0.007631082352727608,-2.6012683227598448
alchemical_sample,alchemical_notation,29,-0.00402172933940427,-0.0004535690364695972,-0.00875508370986814,0.007653878107739931,-0.8283966356418977
alchemical_sample,alchemical_notation,30,0.0019948700721935664,-0.0003725541702306859,-0.008421796594473119,0.008308001385324892,0.5424212256455154
alchemical_sample,alchemical_notation,31,0.004857706679504428,-0.0005085705544709411,-0.008404055240293508,0.007383756568989749,1.2708088379619686
